City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Malangali,TZ,-8.5667,34.85,68.38,46,42,13.29,scattered clouds
349,Praya,CV,14.9215,-23.5087,79.34,69,20,14.97,few clouds
350,Valparaiso,CL,-33.0393,-71.6273,68.23,84,0,18.41,clear sky
351,Amqui,CA,48.4638,-67.4313,55.67,66,42,5.84,scattered clouds
352,Bunia,CD,1.5667,30.25,62.08,98,100,3.02,light rain
353,Hovd,MN,48.0056,91.6419,31.66,45,87,0.63,overcast clouds
354,Barstow,US,34.8986,-117.0228,77.16,39,0,2.04,clear sky
355,Abu Samrah,SY,35.3029,37.1841,71.65,52,13,3.56,few clouds
356,Malanje,AO,-9.5402,16.341,71.96,63,75,1.54,broken clouds
357,Colares,PT,38.7992,-9.4469,69.33,78,20,11.99,few clouds
358,Bandarbeyla,SO,9.4942,50.8122,77.16,86,4,4.34,light rain
359,Edmonds,US,47.8107,-122.3774,90.43,29,2,3.0,clear sky
360,Chiang Rai,TH,19.9167,99.9167,69.78,97,0,1.14,clear sky
361,Presidente Medici,BR,-11.1753,-61.9014,88.02,50,63,4.52,moderate rain
362,Ingham,US,42.6,-84.3833,55.58,59,100,8.05,overcast clouds
363,Toktogul,KG,41.8708,72.9402,60.22,36,100,0.72,overcast clouds
364,Manaure,CO,11.7751,-72.4445,86.25,69,96,15.79,overcast clouds
365,Chimala,TZ,-8.85,34.0167,71.35,38,100,4.68,overcast clouds
366,Mega,ET,4.05,38.3,61.18,74,53,7.9,broken clouds
367,Placerville,US,38.7296,-120.7986,76.32,53,0,6.91,clear sky
368,Chinhoyi,ZW,-17.3667,30.2,75.45,28,16,9.35,few clouds
369,Medicine Hat,CA,50.0501,-110.6683,68.72,31,40,13.8,scattered clouds
370,Roald,NO,62.5833,6.1333,51.75,87,75,3.44,broken clouds
371,Najran,SA,17.4924,44.1277,74.05,30,2,3.38,clear sky
372,Aqtobe,KZ,50.2797,57.2072,30.29,93,99,2.24,overcast clouds
373,Monrovia,LR,6.3005,-10.7969,77.2,86,81,6.91,light rain
374,Arvin,US,35.2091,-118.8284,89.06,66,0,5.08,clear sky
375,Ialibu,PG,-6.2821,143.9935,54.5,94,100,3.29,overcast clouds
376,Myitkyina,MM,25.3833,97.4,70.47,99,12,2.13,few clouds
377,Muros,ES,42.7762,-9.0603,62.17,92,100,11.23,overcast clouds
378,The Valley,AI,18.217,-63.0578,86.09,74,20,9.22,few clouds
379,Flinders,AU,-34.5833,150.8552,58.17,85,88,5.99,light rain
380,Erdenet,MN,49.0333,104.0833,22.71,53,0,3.78,clear sky
381,Gboko,NG,7.3179,8.9951,77.56,74,100,4.18,overcast clouds
382,Srednekolymsk,RU,67.45,153.6833,-1.8,99,35,3.24,scattered clouds
383,Ongandjera,NA,-17.8833,15.0667,73.08,49,100,3.24,overcast clouds
384,Mainit,PH,9.535,125.5231,80.62,82,100,5.75,overcast clouds
385,Aksarka,RU,66.5606,67.7975,37.15,89,92,5.32,overcast clouds
386,High Level,CA,58.5169,-117.136,39.31,60,20,11.5,few clouds
387,Trairi,BR,-3.2778,-39.2689,81.05,69,4,13.8,clear sky
388,Terrassa,ES,41.5667,2.0167,70.32,85,20,1.99,few clouds
389,Dovolnoye,RU,54.4958,79.6671,50.02,83,100,8.39,moderate rain
390,Tommot,RU,58.9564,126.2925,23.56,96,100,4.61,light snow
391,Corn Island,NI,12.1694,-83.0418,82.2,79,100,12.28,overcast clouds
392,Chivilcoy,AR,-34.8957,-60.0167,76.14,23,71,12.77,broken clouds
393,Khash,IR,28.2211,61.2158,65.91,15,0,5.01,clear sky
394,Nelson Bay,AU,-32.7167,152.15,64.0,94,33,5.01,scattered clouds
395,Mikuni,JP,36.2171,136.1519,64.31,85,65,5.77,broken clouds
396,Catuday,PH,16.2923,119.8062,78.44,83,100,12.37,overcast clouds
397,Asosa,ET,10.0667,34.5333,60.55,90,100,3.2,overcast clouds
398,Mulege,MX,26.8833,-111.9833,79.7,45,2,7.4,clear sky
399,Komsomolets,KZ,53.7453,62.0708,40.23,81,86,9.93,overcast clouds
400,Requena,ES,39.4883,-1.1004,61.79,59,100,6.02,overcast clouds
401,Sinnamary,GF,5.3833,-52.95,83.07,72,85,10.16,overcast clouds
402,Sabang,ID,5.8933,95.3214,80.65,76,100,19.6,overcast clouds
403,Gebre Guracha,ET,9.8,38.4,51.71,68,15,6.58,few clouds
404,Prince Rupert,CA,54.3161,-130.3201,59.09,93,0,4.61,clear sky
405,Mabaruma,GY,8.2,-59.7833,85.12,65,64,6.35,broken clouds
406,Kieta,PG,-6.2167,155.6333,79.39,80,96,0.87,overcast clouds
407,Valday,RU,57.9747,33.2525,46.62,79,100,13.02,overcast clouds
408,Lockhart,US,28.6194,-81.4426,89.83,57,8,1.99,clear sky
409,Talakan,RU,50.3167,130.3667,32.63,83,95,5.21,overcast clouds
410,Necochea,AR,-38.5473,-58.7368,62.94,47,53,14.36,broken clouds
411,Aswan,EG,24.0934,32.907,87.1,25,0,8.05,clear sky
412,Shimoda,JP,34.6667,138.95,67.1,90,100,3.94,overcast clouds
413,Gopalpur,IN,19.2667,84.9167,77.54,84,44,4.09,scattered clouds
414,Padang,ID,-0.9492,100.3543,75.83,88,100,2.89,overcast clouds
415,Weligama,LK,5.9667,80.4167,75.96,87,99,3.47,overcast clouds
416,Husavik,IS,66.0449,-17.3389,37.49,99,100,10.13,overcast clouds
417,Aklavik,CA,68.2191,-135.0107,26.6,86,100,9.22,overcast clouds
418,Karratha,AU,-20.7377,116.8463,72.48,41,1,14.85,clear sky
419,Nanortalik,GL,60.1432,-45.2371,35.13,74,4,9.82,clear sky
420,Chifeng,CN,42.2683,118.9636,35.47,37,0,14.88,clear sky
421,Puerto Madryn,AR,-42.7692,-65.0385,55.58,64,43,15.73,scattered clouds
422,Marystown,CA,47.1666,-55.1483,56.79,77,100,20.92,overcast clouds
423,Stornoway,GB,58.2093,-6.3865,44.56,80,55,2.3,broken clouds
424,Mafeteng,LS,-29.823,27.2374,62.78,52,100,4.21,light rain
425,Buala,SB,-8.145,159.5921,80.13,80,59,4.45,light rain
426,Eydhafushi,MV,5.1033,73.0708,80.92,79,100,21.63,overcast clouds
427,Vienenburg,DE,51.95,10.5667,60.15,83,58,3.06,broken clouds
428,Porbandar,IN,21.6422,69.6093,80.55,44,100,8.08,overcast clouds
429,Bonavista,CA,48.6499,-53.1147,52.72,82,100,12.1,overcast clouds
430,Labuhan,ID,-6.8844,112.2051,78.84,80,98,12.91,light rain
431,Puerto Carreno,CO,6.189,-67.4859,80.58,78,40,10.36,scattered clouds
432,Kindu,CD,-2.95,25.95,69.49,89,100,0.51,overcast clouds
433,Muisne,EC,0.6,-80.0333,76.82,76,89,9.62,overcast clouds
434,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,74,0,8.95,clear sky
435,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,68,20,12.01,few clouds
436,Mitsamiouli,KM,-11.3847,43.2844,75.54,79,3,7.0,clear sky
437,Nabire,ID,-3.3667,135.4833,75.97,92,100,2.93,overcast clouds
438,Quatre Cocos,MU,-20.2078,57.7625,71.71,80,11,7.92,few clouds
439,Ushtobe,KZ,45.2514,77.9838,58.17,26,100,4.76,overcast clouds
440,Grenville,GD,12.1167,-61.6167,86.05,74,3,7.83,light rain
441,Maues,BR,-3.3836,-57.7186,78.62,86,100,1.52,overcast clouds
442,Muli,MV,2.9167,73.5667,80.92,77,65,17.07,broken clouds
443,Richards Bay,ZA,-28.783,32.0377,65.82,82,74,2.71,broken clouds
444,Hermosillo,MX,29.0667,-110.9667,82.85,45,12,4.0,few clouds
445,Palafrugell,ES,41.9174,3.1631,71.42,57,47,10.38,scattered clouds
446,Rocha,UY,-34.4833,-54.3333,57.9,93,98,12.41,overcast clouds
447,Aksu,CN,41.1231,80.2644,55.99,22,11,2.73,few clouds
448,Kropotkin,RU,45.4375,40.5756,56.52,68,100,17.43,overcast clouds
449,Goundam,ML,16.4145,-3.6708,94.41,13,56,8.23,broken clouds
450,Baoqing,CN,46.3317,132.2111,37.13,57,65,8.14,broken clouds
451,Lagunas,PE,-5.2269,-75.6753,85.19,61,100,1.61,overcast clouds
452,Kiunga,PG,-6.1219,141.2906,72.99,100,99,0.87,overcast clouds
453,Den Helder,NL,52.9599,4.7593,56.01,79,100,5.99,overcast clouds
454,Jinxiang,CN,27.4327,120.6062,68.25,86,100,11.95,light rain
455,Hualmay,PE,-11.0964,-77.6139,66.65,72,34,12.35,scattered clouds
456,San Quintin,MX,30.4833,-115.95,70.79,63,0,13.89,clear sky
457,Mount Gambier,AU,-37.8333,140.7667,39.11,93,100,0.0,fog
458,Caravelas,BR,-17.7125,-39.2481,75.88,71,5,7.14,clear sky
459,Hearst,CA,49.6835,-83.6665,41.25,83,100,4.61,overcast clouds
460,Talara,PE,-4.5772,-81.2719,70.56,68,0,17.27,clear sky
461,Ouro Fino,BR,-22.2831,-46.3692,77.31,50,82,3.2,broken clouds
462,Rodrigues Alves,BR,-7.738,-72.6509,79.0,68,98,0.81,overcast clouds
463,Spoleto,IT,42.7448,12.7374,62.15,82,24,3.8,few clouds
464,Iberia,US,29.9502,-91.7507,88.97,48,1,6.11,clear sky
465,Novyy Svit,UA,47.8059,38.0211,44.8,57,16,10.22,few clouds
466,Pangoa,PE,-12.1167,-73.0,83.5,53,94,3.0,overcast clouds
467,Mardin,TR,37.3131,40.7436,67.66,33,1,5.41,clear sky
468,Valle De Allende,MX,26.9333,-105.4,78.78,38,33,3.67,scattered clouds
469,Sao Joaquim Da Barra,BR,-20.5814,-47.8547,88.05,31,71,4.23,broken clouds
470,Samarai,PG,-10.6167,150.6667,80.71,80,60,12.41,broken clouds
471,Nuuk,GL,64.1835,-51.7216,40.87,75,100,23.0,overcast clouds
472,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,76,69,13.11,broken clouds
473,Dukat,RU,62.55,155.55,-9.13,100,49,3.42,scattered clouds
474,Truth Or Consequences,US,33.1284,-107.2528,65.91,51,32,16.89,scattered clouds
475,Roebourne,AU,-20.7833,117.1333,73.09,39,1,12.75,clear sky
476,Saint Anthony,US,45.0205,-93.218,46.65,57,100,5.01,overcast clouds
477,Papara,BR,-3.9839,-38.7273,81.0,53,3,8.7,clear sky
478,Tomatlan,MX,19.9333,-105.25,90.36,61,27,7.7,scattered clouds
479,Kandrian,PG,-6.2167,149.55,77.07,88,100,3.18,overcast clouds
480,College,US,64.8569,-147.8028,36.07,89,99,4.92,overcast clouds
481,Aku,NG,6.7081,7.3167,78.87,88,80,0.72,broken clouds
482,Santa Barbara,US,34.7333,-120.0343,71.29,67,75,0.0,broken clouds
483,Tahta,EG,26.7693,31.5021,77.74,31,0,10.22,clear sky
484,Kalmunai,LK,7.4167,81.8167,77.45,86,100,3.36,overcast clouds
485,Sept-Iles,CA,50.2001,-66.3821,49.05,99,100,6.91,fog
486,Moroto,UG,2.5345,34.6666,73.13,51,98,15.26,overcast clouds
487,Bollnas,SE,61.3482,16.3946,46.69,87,100,11.21,overcast clouds
488,Buique,BR,-8.6231,-37.1558,76.3,46,8,12.21,clear sky
489,Todos Santos,MX,23.45,-110.2167,85.3,65,0,11.83,clear sky
490,Kualakapuas,ID,-3.0091,114.3876,74.95,97,96,1.1,overcast clouds
491,Diego De Almagro,CL,-26.3667,-70.05,77.92,14,0,15.88,clear sky
492,La Palma,US,33.8464,-118.0467,74.3,75,41,5.99,scattered clouds
493,Redwater,US,33.3582,-94.2544,73.33,72,100,6.76,overcast clouds
494,Mareeba,AU,-17.0,145.4333,68.72,92,73,2.71,broken clouds
495,Tenenkou,ML,14.4572,-4.9169,87.53,41,21,7.83,few clouds
496,Hope,US,33.6671,-93.5916,73.08,55,100,6.82,overcast clouds
497,Amuntai,ID,-2.4177,115.2494,74.35,98,87,0.63,heavy intensity rain
498,Marawi,PH,7.9986,124.2928,69.51,89,100,2.75,overcast clouds
499,Port Keats,AU,-14.25,129.55,82.38,76,22,4.59,few clouds
500,Faya,SA,18.3851,42.4509,64.92,35,5,7.49,clear sky
501,Saint George,US,37.1041,-113.5841,78.44,29,100,4.0,overcast clouds
502,Beloha,MG,-25.1667,45.05,66.67,90,8,4.25,clear sky
503,Iguape,BR,-24.7081,-47.5553,71.4,87,74,5.61,broken clouds
504,Whyalla,AU,-33.0333,137.5833,59.5,58,6,9.71,clear sky
505,Road Town,VG,18.4167,-64.6167,84.24,79,40,3.44,scattered clouds
506,Arandis,NA,-22.4167,14.9667,62.78,68,27,4.59,scattered clouds
507,Pacific Grove,US,36.6177,-121.9166,65.66,77,47,1.99,scattered clouds
508,Yamada,JP,39.4667,141.95,60.21,92,88,6.67,overcast clouds
509,Nizhniy Tsasuchey,RU,50.5167,115.1333,25.95,62,9,7.81,clear sky
510,Dagana,MR,16.5165,-15.5068,95.18,24,8,11.1,clear sky
511,Bilibino,RU,68.0546,166.4372,-13.45,100,90,3.38,overcast clouds
512,Rancho Palos Verdes,US,33.7445,-118.387,73.47,78,65,7.0,broken clouds
513,Cangucu,BR,-31.395,-52.6756,70.81,67,66,7.38,broken clouds
514,Hurghada,EG,27.2574,33.8129,80.64,34,0,0.0,clear sky
515,Anadyr,RU,64.75,177.4833,14.5,85,75,6.71,broken clouds
516,Ahuimanu,US,21.4447,-157.8378,82.85,66,32,4.0,scattered clouds
517,Itupiranga,BR,-5.1347,-49.3267,95.32,47,19,2.46,few clouds
518,Lumberton,US,34.6182,-79.0086,85.91,32,54,8.52,broken clouds
519,Xique-Xique,BR,-10.8218,-42.7263,89.42,31,0,9.75,clear sky
520,Ciudad Bolivar,VE,8.1222,-63.5497,90.0,51,98,5.41,overcast clouds
521,Ormara,PK,25.2088,64.6357,79.74,67,0,9.62,clear sky
522,Ulaangom,MN,49.9811,92.0667,29.61,58,58,1.01,broken clouds
523,Barcelos,PT,41.5388,-8.6151,65.91,94,99,4.34,overcast clouds
524,Srandakan,ID,-7.9386,110.2506,77.45,84,100,6.15,overcast clouds
525,Assiniboia,CA,49.6334,-105.9845,39.02,48,100,2.3,overcast clouds
526,Baruun-Urt,MN,46.6806,113.2792,22.96,51,0,6.67,clear sky
527,Oktyabrskoye,RU,43.0645,44.7417,48.34,100,100,8.95,overcast clouds
528,San Pedro,PH,14.35,121.0167,80.35,93,75,5.75,broken clouds
529,Souillac,MU,-20.5167,57.5167,71.98,83,75,6.91,broken clouds
530,Henties Bay,NA,-22.116,14.2845,59.76,86,24,4.12,few clouds
531,Cascais,PT,38.6979,-9.4215,69.51,79,20,11.99,few clouds
532,Popondetta,PG,-8.7537,148.2534,73.99,90,100,2.68,overcast clouds
533,Fuyang,CN,32.9,115.8167,58.91,62,27,13.91,scattered clouds
534,Turukhansk,RU,65.8167,87.9833,31.6,76,100,6.91,overcast clouds
535,Kenai,US,60.5544,-151.2583,42.15,95,40,0.0,moderate rain
536,Jinchang,CN,38.4953,102.1739,45.54,30,9,0.94,clear sky
537,Yaan,NG,7.3833,8.5667,76.48,79,100,3.29,overcast clouds
538,Mitchell,US,43.7094,-98.0298,47.1,42,9,8.01,clear sky
539,Amahai,ID,-3.3333,128.9167,77.32,87,99,2.3,overcast clouds
540,Arles,FR,43.6768,4.6303,68.05,94,20,8.05,few clouds
541,Hatillo,PR,18.4863,-66.8254,87.39,83,59,4.0,broken clouds
542,Bambanglipuro,ID,-7.95,110.2833,77.29,84,100,6.26,overcast clouds
543,Peniche,PT,39.3558,-9.3811,67.28,86,100,11.03,light rain
544,San Vicente,AR,-26.6167,-54.1333,72.93,72,9,3.06,clear sky
545,Shache,CN,38.4167,77.2406,56.17,17,8,5.37,clear sky
546,Samana,DO,19.2056,-69.3369,89.82,74,40,11.5,scattered clouds
547,Ginda,IN,30.6945,78.4932,54.41,56,0,5.86,clear sky
548,Mayo,US,38.8876,-76.5119,73.51,57,98,1.01,overcast clouds
549,Kapoeta,SS,4.7717,33.5903,81.01,47,100,1.72,light rain
550,Tromso,NO,69.6496,18.957,38.37,93,0,2.3,clear sky
551,Emba,KZ,48.8264,58.1442,46.87,53,66,6.89,broken clouds
552,Inhambane,MZ,-23.865,35.3833,77.0,78,20,0.0,few clouds
553,Ust-Omchug,RU,61.15,149.6333,-6.07,100,88,1.52,overcast clouds
554,Ouallam,NE,14.3188,2.0866,93.22,21,21,9.15,few clouds
555,Shizilu,CN,35.1711,118.8289,50.29,53,7,5.95,clear sky
556,Slave Lake,CA,55.2834,-114.769,46.38,49,0,10.36,clear sky
557,Borgustanskaya,RU,44.0547,42.5288,44.4,96,100,7.78,overcast clouds
558,Harper,LR,4.375,-7.7169,76.77,83,98,5.7,overcast clouds
559,Macatuba,BR,-22.5022,-48.7114,90.54,52,100,7.63,overcast clouds
560,Churapcha,RU,62.0025,132.4325,20.8,96,99,6.44,light snow
561,Kerikeri,NZ,-35.2268,173.9474,54.91,96,25,3.15,scattered clouds
562,Taft,IR,31.7471,54.2088,71.55,13,0,6.91,clear sky
563,Vilshofen,DE,48.6333,13.1833,62.83,85,100,3.2,overcast clouds
564,Houma,US,29.5958,-90.7195,88.0,70,1,7.74,clear sky
565,Inuvik,CA,68.3499,-133.7218,27.36,83,100,11.5,overcast clouds
566,Ocean City,US,39.2776,-74.5746,70.18,41,6,3.0,clear sky
567,Homer,US,59.6425,-151.5483,49.77,87,100,8.23,light rain
568,Impfondo,CG,1.6381,18.0667,74.01,82,70,2.64,broken clouds
569,Rosarno,IT,38.4841,15.979,69.4,74,98,3.51,overcast clouds
570,Aurich,DE,53.4667,7.4833,51.93,95,100,2.3,overcast clouds
571,Saint-Pierre,RE,-21.3393,55.4781,69.48,64,0,4.61,clear sky
572,Vestmannaeyjar,IS,63.4427,-20.2734,40.03,67,30,11.92,scattered clouds
573,Caboolture,AU,-27.0833,152.95,64.24,95,96,1.9,overcast clouds
574,Alsfeld,DE,50.75,9.2667,61.05,93,87,3.0,overcast clouds
575,Naryan-Mar,RU,67.6713,53.087,38.32,95,70,8.81,broken clouds
576,Shenzhen,CN,22.5455,114.0683,83.98,53,100,12.66,overcast clouds
577,Rantepao,ID,-2.9701,119.8978,67.24,97,100,2.3,overcast clouds
578,Miri,MY,4.4148,114.0089,77.23,89,100,6.04,overcast clouds
579,Kushiro,JP,42.975,144.3747,57.52,90,100,12.33,overcast clouds
580,Dong Hoi,VN,17.4833,106.6,70.77,69,100,7.0,overcast clouds
581,Dudinka,RU,69.4058,86.1778,29.64,95,100,11.99,overcast clouds
582,Tagusao,PH,9.1924,117.8141,79.48,84,99,11.14,overcast clouds
583,Karlskrona,SE,56.1616,15.5866,54.05,73,0,18.63,clear sky
584,Urdoma,RU,61.7533,48.5442,42.12,95,93,6.44,overcast clouds
585,Swellendam,ZA,-34.0226,20.4417,66.87,80,0,5.53,clear sky
586,Rybnaya Sloboda,RU,55.4613,50.1409,41.74,83,51,6.89,broken clouds
587,Kaeo,NZ,-35.1,173.7833,55.33,96,51,2.84,broken clouds
588,Lima,PE,-12.0432,-77.0282,67.08,67,45,12.39,scattered clouds
589,Elk River,US,45.3038,-93.5672,46.22,59,100,15.01,overcast clouds
590,Riverton,US,40.5219,-111.9391,74.82,26,0,5.01,clear sky
591,Yoichi,JP,43.2039,140.7703,56.59,81,100,7.14,overcast clouds
592,Tessalit,ML,20.1986,1.0114,87.21,12,84,11.97,broken clouds
593,Tari,NG,12.4086,4.4914,84.69,28,100,6.73,overcast clouds
594,Bandipur,NP,27.9333,84.4167,57.11,86,0,2.55,clear sky
595,Helong,CN,42.5397,128.9972,36.16,55,0,9.31,clear sky
596,San Ramon,US,37.7799,-121.978,68.49,73,0,6.29,clear sky
597,Skibbereen,IE,51.55,-9.2667,57.11,84,29,31.0,scattered clouds
598,Chongqing,CN,29.5628,106.5528,65.23,83,67,1.01,broken clouds
599,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,20,4.61,few clouds
600,Juneau,US,58.3019,-134.4197,60.1,100,80,3.98,broken clouds
601,Mattru,SL,7.6244,-11.8332,73.56,97,98,2.71,overcast clouds
602,Baghdad,IQ,33.3406,44.4009,86.52,13,91,8.79,overcast clouds
603,Abapo,BO,-18.8333,-63.4667,74.62,51,100,4.32,overcast clouds
604,Iskateley,RU,67.6803,53.1512,38.23,95,69,8.79,broken clouds
605,Pyapon,MM,16.2833,95.6833,74.84,84,28,4.74,scattered clouds
606,Atar,MR,20.5169,-13.0499,94.26,16,7,5.55,clear sky
607,Mehamn,NO,71.0357,27.8492,44.55,93,75,9.22,broken clouds
608,Burnie,AU,-41.0667,145.9167,45.95,80,52,7.27,broken clouds
609,Boa Vista,BR,2.8197,-60.6733,91.38,40,40,10.36,scattered clouds
610,Tsumeb,NA,-19.2333,17.7167,70.32,49,100,9.42,overcast clouds
611,Liuhe,CN,42.2401,125.7172,32.54,62,0,4.59,clear sky
612,Taylorville,US,39.5489,-89.2945,62.58,39,0,11.5,clear sky
613,Itoigawa,JP,37.0333,137.85,62.02,78,12,6.06,few clouds
614,San Juan,AR,-31.5375,-68.5364,81.28,14,0,5.64,clear sky
615,Guarapari,BR,-20.6667,-40.4975,75.88,75,18,8.14,few clouds
616,Blackwater,AU,-23.5833,148.8833,68.41,91,77,8.55,broken clouds
617,Polyarnyy,RU,69.1989,33.4478,45.21,92,100,9.73,overcast clouds
618,Barao De Melgaco,BR,-16.1944,-55.9675,96.46,26,99,2.62,overcast clouds
619,Nemuro,JP,43.3236,145.575,59.86,82,100,15.3,moderate rain
620,Westport,US,41.1415,-73.3579,67.89,62,40,8.05,scattered clouds
621,Sena Madureira,BR,-9.0656,-68.6569,75.67,92,93,1.7,light rain
622,Big Bend,SZ,-26.8167,31.9333,66.58,80,94,2.62,overcast clouds
623,Jumla,NP,29.2747,82.1838,46.63,75,0,5.3,clear sky
624,Leh,IN,34.1667,77.5833,40.6,36,2,5.7,clear sky
625,Menzelinsk,RU,55.7271,53.1026,41.95,87,93,7.76,overcast clouds
626,Piste,MX,20.7,-88.5833,88.41,56,92,3.71,overcast clouds
627,Sol-Iletsk,RU,51.1631,54.9918,44.08,77,97,5.46,overcast clouds
628,Shido,JP,34.3233,134.1733,67.57,90,100,3.47,light rain
629,Hay River,CA,60.8156,-115.7999,43.92,48,8,12.64,clear sky
630,Terney,RU,45.0503,136.6092,47.12,69,100,2.91,overcast clouds
631,Fukue,JP,32.6881,128.8419,70.59,69,100,10.85,overcast clouds
632,Rio Cuarto,AR,-33.1307,-64.3499,75.67,26,1,14.38,clear sky
633,Ayagoz,KZ,47.9714,80.4392,51.66,31,98,9.57,overcast clouds
634,Staraya Poltavka,RU,50.4772,46.4814,41.13,64,4,4.05,clear sky
635,Ajdabiya,LY,30.7554,20.2263,75.22,50,97,12.55,overcast clouds
636,Namatanai,PG,-3.6667,152.4333,79.03,81,85,6.2,overcast clouds
637,Moose Factory,CA,51.2585,-80.6094,44.58,93,100,5.75,overcast clouds
638,Port Hedland,AU,-20.3167,118.5667,69.85,83,0,9.22,clear sky
639,Klyuchi,RU,52.2667,79.1667,53.73,62,99,5.14,overcast clouds
640,Kurilsk,RU,45.2333,147.8833,53.89,93,100,13.15,overcast clouds
641,Ardakan,IR,32.31,54.0175,73.51,15,0,3.71,clear sky
642,Acari,PE,-15.4311,-74.6158,75.33,54,53,9.6,broken clouds
643,Banon,ES,40.8382,-1.1909,63.66,94,75,8.05,mist
644,Matagami,CA,49.7502,-77.6328,42.21,77,100,6.8,overcast clouds
645,Formosa,AR,-26.1775,-58.1781,84.2,41,100,6.4,overcast clouds
646,Eucaliptus,BO,-17.5833,-67.5167,59.9,35,86,19.51,overcast clouds
647,Zhangye,CN,38.9342,100.4517,46.24,27,6,5.3,clear sky
648,Gilgit,PK,35.9221,74.3087,62.29,27,0,3.6,clear sky
649,Filingue,NE,14.3521,3.3168,92.73,20,4,9.26,clear sky
650,Koindu,GN,8.4386,-10.3253,69.91,97,97,2.59,moderate rain
651,Itoman,JP,26.1247,127.6694,81.37,80,75,9.22,broken clouds
652,Solnechnyy,RU,50.7214,136.6319,32.52,80,56,2.95,broken clouds
653,Havelock,US,34.8791,-76.9013,80.98,58,68,4.0,broken clouds
654,Zaoyang,CN,32.1272,112.7542,61.25,62,3,13.09,clear sky
655,Natal,BR,-5.795,-35.2094,78.49,73,7,14.05,clear sky
656,Syasstroy,RU,60.1367,32.5691,50.52,86,100,15.57,overcast clouds
657,Acapulco,MX,16.8634,-99.8901,84.56,76,60,4.72,light rain
658,Ylojarvi,FI,61.5563,23.5961,49.95,98,100,10.36,shower rain
659,Severo-Yeniseyskiy,RU,60.3725,93.0408,28.36,75,100,3.62,overcast clouds
660,Parsabad,IR,39.6482,47.9174,63.81,72,100,9.62,overcast clouds
661,Alekseyevsk,RU,57.8406,108.3492,26.17,83,72,3.69,broken clouds
662,Nouadhibou,MR,20.931,-17.0347,71.04,81,25,18.86,scattered clouds
663,Calvinia,ZA,-31.4707,19.776,60.48,75,4,5.32,clear sky
664,Amudat,UG,1.95,34.95,76.23,47,98,10.58,overcast clouds
665,Bonito,BR,-21.1211,-56.4819,72.55,92,100,4.09,overcast clouds
666,Hirtshals,DK,57.5881,9.9592,52.36,82,4,25.14,clear sky
667,Asaba,NG,6.2006,6.7338,74.62,81,66,2.37,broken clouds
668,Onokhoy,RU,51.932,108.0747,19.15,68,14,0.96,few clouds
669,Borger,NL,52.9233,6.7931,54.82,89,100,6.06,overcast clouds
670,Kushima,JP,31.4583,131.2333,72.75,94,100,1.72,overcast clouds
671,Kenora,CA,49.8167,-94.4337,32.77,77,100,18.99,overcast clouds
672,Palmer,US,42.1584,-72.3287,67.39,46,46,4.63,scattered clouds
